utilizacao,tx_juros,vr_parcelas,log_renda_anual,idx_div_renda,pont_mutuario,saldo_rotativo,tx_util_credito,tx_juros_faixa,vr_parcelas_faixa,log_renda_anual_faixa,idx_div_renda_faixa,pont_mutuario_faixa,log_saldo_rotativo,log_saldo_rotativo_faixa,tx_util_credito_faixa,devedor,atende_criterios,consult_mutuario_cred,nro_reg_deprec,0-1__utilizacao_all_other,0-1__utilizacao_credit_card,0-1__utilizacao_debt_consolidation,0-1__utilizacao_educational,0-1__utilizacao_home_improvement,0-1__utilizacao_major_purchase,0-1__utilizacao_small_business,ord__tx_juros_faixa,ord__vr_parcelas_faixa,ord__log_renda_anual_faixa,ord__idx_div_renda_faixa,ord__pont_mutuario_faixa,ord__log_saldo_rotativo_faixa,ord__tx_util_credito_faixa
educational,16.0,114.0,10.0,12.0,672.0,3352.0,79.8,"(14.0, 16.0]","(0.0, 130.0]","(9.0, 10.0]","(11.0, 12.0]","(670, 672]",4.0,"(3.0, 6.0]","(75.0, 90.0]",1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,16.0,1.0,1.0,5.0
debt_consolidation,13.0,407.0,11.0,22.0,697.0,43863.0,63.7,"(12.0, 14.0]","(390.0, 520.0]","(10.0, 11.0]","(21.0, 22.0]","(696, 698]",5.0,"(3.0, 6.0]","(60.0, 75.0]",0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,4.0,2.0,13.0,10.0,1.0,5.0
all_other,13.0,235.0,11.0,10.0,682.0,3706.0,45.2,"(12.0, 14.0]","(130.0, 260.0]","(10.0, 11.0]","(9.0, 10.0]","(680, 682]",4.0,"(3.0, 6.0]","(45.0, 60.0]",0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,11.0,2.0,0.0,3.0
major_purchase,13.0,405.0,11.0,13.0,707.0,9030.0,37.5,"(12.0, 14.0]","(390.0, 520.0]","(10.0, 11.0]","(12.0, 13.0]","(706, 708]",4.0,"(3.0, 6.0]","(30.0, 45.0]",0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,17.0,17.0,1.0,4.0
all_other,8.0,313.0,11.0,1.0,772.0,2227.0,5.4,"(6.0, 8.0]","(260.0, 390.0]","(10.0, 11.0]","(0.0, 1.0]","(770, 772]",3.0,"(0.0, 3.0]","(0.0, 15.0]",0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,10.0,19.0,1.0,1.0
debt_consolidation,14.000000000000002,286.0,11.0,23.0,697.0,1924.0,91.6,"(14.0, 16.0]","(260.0, 390.0]","(10.0, 11.0]","(22.0, 23.0]","(696, 698]",3.0,"(0.0, 3.0]","(90.0, 105.0]",1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,2.0,21.0,10.0,1.0,5.0
small_business,10.0,481.0,12.0,5.0,802.0,21267.0,33.9,"(8.0, 10.0]","(390.0, 520.0]","(11.0, 12.0]","(4.0, 5.0]","(800, 802]",4.0,"(3.0, 6.0]","(30.0, 45.0]",0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,5.0,2.0,6.0,19.0,1.0,0.0
all_other,10.0,160.0,11.0,9.0,722.0,2602.0,51.0,"(8.0, 10.0]","(130.0, 260.0]","(10.0, 11.0]","(8.0, 9.0]","(720, 722]",3.0,"(0.0, 3.0]","(45.0, 60.0]",0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,2.0,13.0,3.0,1.0,5.0
all_other,16.0,530.0,11.0,16.0,672.0,7467.0,48.8,"(14.0, 16.0]","(520.0, 650.0]","(10.0, 11.0]","(15.0, 16.0]","(670, 672]",4.0,"(3.0, 6.0]","(45.0, 60.0]",0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,9.0,4.0,0.0,1.0
all_other,12.0,158.0,11.0,21.0,752.0,26272.0,33.7,"(10.0, 12.0]","(130.0, 260.0]","(10.0, 11.0]","(20.0, 21.0]","(750, 752]",4.0,"(3.0, 6.0]","(30.0, 45.0]",0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,12.0,3.0,1.0,3.0
debt_consolidation,16.0,280.0,11.0,16.0,662.0,10702.0,59.8,"(14.0, 16.0]","(260.0, 390.0]","(10.0, 11.0]","(15.0, 16.0]","(660, 662]",4.0,"(3.0, 6.0]","(45.0, 60.0]",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,12.0,9.0,1.0,2.0
all_other,8.0,312.0,10.0,1.0,802.0,400.0,6.7,"(6.0, 8.0]","(260.0, 390.0]","(9.0, 10.0]","(0.0, 1.0]","(800, 802]",3.0,"(0.0, 3.0]","(0.0, 15.0]",0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,17.0,0.0,0.0
small_business,12.0,666.0,11.0,3.0,647.0,13893.0,18.7,"(10.0, 12.0]","(650.0, 780.0]","(10.0, 11.0]","(2.0, 3.0]","(646, 648]",4.0,"(3.0, 6.0]","(15.0, 30.0]",0.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,8.0,14.0,0.0,1.0
all_other,9.0,527.0,11.0,8.0,732.0,41921.0,85.2,"(8.0, 10.0]","(520.0, 650.0]","(10.0, 11.0]","(7.0, 8.0]","(730, 732]",5.0,"(3.0, 6.0]","(75.0, 90.0]",1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,11.0,6.0,1.0,4.0
debt_consolidation,9.0,233.0,10.0,11.0,802.0,8351.0,22.1,"(8.0, 10.0]","(130.0, 260.0]","(9.0, 10.0]","(10.0, 11.0]","(800, 802]",4.0,"(3.0, 6.0]","(15.0, 30.0]",0.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,20.0,5.0,1.0,4.0
small_business,15.0,416.0,10.0,1.0,672.0,4770.0,52.4,"(14.0, 16.0]","(390.0, 520.0]","(9.0, 10.0]","(0.0, 1.0]","(670, 672]",4.0,"(3.0, 6.0]","(45.0, 60.0]",0.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,12.0,7.0,1.0,4.0
debt_consolidation,16.0,525.0,12.0,13.0,757.0,50910.0,32.6,"(14.0, 16.0]","(520.0, 650.0]","(11.0, 12.0]","(12.0, 13.0]","(756, 758]",5.0,"(3.0, 6.0]","(30.0, 45.0]",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,6.0,2.0,5.0,20.0,0.0,0.0
small_business,14.000000000000002,233.0,11.0,10.0,707.0,1356.0,17.4,"(14.0, 16.0]","(130.0, 260.0]","(10.0, 11.0]","(9.0, 10.0]","(706, 708]",3.0,"(0.0, 3.0]","(15.0, 30.0]",0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,1.0,9.0,10.0,1.0,6.0
debt_consolidation,13.0,669.0,11.0,18.0,732.0,25313.0,43.4,"(12.0, 14.0]","(650.0, 780.0]","(10.0, 11.0]","(17.0, 18.0]","(730, 732]",4.0,"(3.0, 6.0]","(30.0, 45.0]",0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,6.0,12.0,1.0,3.0
debt_consolidation,12.0,600.0,11.0,13.0,742.0,17064.0,56.7,"(10.0, 12.0]","(520.0, 650.0]","(10.0, 11.0]","(12.0, 13.0]","(740, 742]",4.0,"(3.0, 6.0]","(45.0, 60.0]",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,0.0,9.0,10.0,1.0,3.0
credit_card,13.0,117.0,10.0,13.0,707.0,7730.0,33.6,"(12.0, 14.0]","(0.0, 130.0]","(9.0, 10.0]","(12.0, 13.0]","(706, 708]",4.0,"(3.0, 6.0]","(30.0, 45.0]",0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,6.0,8.0,1.0,4.0
credit_card,13.0,362.0,11.0,12.0,702.0,20854.0,49.3,"(12.0, 14.0]","(260.0, 390.0]","(10.0, 11.0]","(11.0, 12.0]","(700, 702]",4.0,"(3.0, 6.0]","(45.0, 60.0]",0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,20.0,8.0,1.0,6.0
debt_consolidation,13.0,102.0,11.0,15.0,687.0,15093.0,95.5,"(12.0, 14.0]","(0.0, 130.0]","(10.0, 11.0]","(14.0, 15.0]","(686, 688]",4.0,"(3.0, 6.0]","(90.0, 105.0]",1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,5.0,1.0,17.0,9.0,1.0,2.0
all_other,15.0,121.0,11.0,20.0,672.0,36162.0,89.5,"(14.0, 16.0]","(0.0, 130.0]","(10.0, 11.0]","(19.0, 20.0]","(670, 672]",5.0,"(3.0, 6.0]","(75.0, 90.0]",1.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,2.0,8.0,0.0,2.0
small_business,8.0,100.0,11.0,18.0,742.0,849.0,10.7,"(6.0, 8.0]","(0.0, 130.0]","(10.0, 11.0]","(17.0, 18.0]","(740, 742]",3.0,"(0.0, 3.0]","(0.0, 15.0]",0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,17.0,14.0,1.0,3.0
all_other,8.0,470.0,11.0,17.0,727.0,8952.0,22.3,"(6.0, 8.0]","(390.0, 520.0]","(10.0, 11.0]","(16.0, 17.0]","(726, 728]",4.0,"(3.0, 6.0]","(15.0, 30.0]",0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,18.0,18.0,1.0,1.0
small_business,13.0,807.0,11.0,19.0,772.0,7815.0,6.1,"(12.0, 14.0]","(780.0, 910.0]","(10.0, 11.0]","(18.0, 19.0]","(770, 772]",4.0,"(3.0, 6.0]","(0.0, 15.0]",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,2.0,0.0,8.0,1.0,3.0
all_other,15.0,387.0,11.0,16.0,687.0,10673.0,93.6,"(14.0, 16.0]","(260.0, 390.0]","(10.0, 11.0]","(15.0, 16.0]","(686, 688]",4.0,"(3.0, 6.0]","(90.0, 105.0]",0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,13.0,3.0,1.0,3.0
debt_consolidation,16.0,245.0,11.0,21.0,677.0,5546.0,97.3,"(14.0, 16.0]","(130.0, 260.0]","(10.0, 11.0]","(20.0, 21.0]","(676, 678]",4.0,"(3.0, 6.0]","(90.0, 105.0]",0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,17.0,1.0,2.0
debt_consolidation,10.0,321.0,11.0,15.0,802.0,1571.0,11.9,"(8.0, 10.0]","(260.0, 390.0]","(10.0, 11.0]","(14.0, 15.0]","(800, 802]",3.0,"(0.0, 3.0]","(0.0, 15.0]",0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,1.0,15.0,19.0,1.0,1.0
debt_consolidation,16.0,247.0,11.0,4.0,662.0,4747.0,93.1,"(14.0, 16.0]","(130.0, 260.0]","(10.0, 11.0]","(3.0, 4.0]","(660, 662]",4.0,"(3.0, 6.0]","(90.0, 105.0]",0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,2.0,5.0,11.0,1.0,1.0
debt_consolidation,8.0,172.0,10.0,19.0,757.0,6860.0,29.4,"(6.0, 8.0]","(130.0, 260.0]","(9.0, 10.0]","(18.0, 19.0]","(756, 758]",4.0,"(3.0, 6.0]","(15.0, 30.0]",0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,20.0,1.0,0.0
debt_consolidation,13.0,169.0,10.0,14.0,697.0,4536.0,33.1,"(12.0, 14.0]","(130.0, 260.0]","(9.0, 10.0]","(13.0, 14.0]","(696, 698]",4.0,"(3.0, 6.0]","(30.0, 45.0]",0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,2.0,0.0,18.0,1.0,3.0
all_other,16.0,245.0,10.0,6.0,662.0,4748.0,53.3,"(14.0, 16.0]","(130.0, 260.0]","(9.0, 10.0]","(5.0, 6.0]","(660, 662]",4.0,"(3.0, 6.0]","(45.0, 60.0]",0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,4.0,7.0,0.0,5.0
credit_card,13.0,844.0,12.0,8.0,727.0,14323.0,50.3,"(12.0, 14.0]","(780.0, 910.0]","(11.0, 12.0]","(7.0, 8.0]","(726, 728]",4.0,"(3.0, 6.0]","(45.0, 60.0]",1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0
small_business,12.0,633.0,12.0,16.0,752.0,49836.0,42.1,"(10.0, 12.0]","(520.0, 650.0]","(11.0, 12.0]","(15.0, 16.0]","(750, 752]",5.0,"(3.0, 6.0]","(30.0, 45.0]",0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,3.0,1.0,2.0,2.0,1.0,2.0
debt_consolidation,18.0,290.0,11.0,14.0,662.0,8111.0,57.9,"(16.0, 18.0]","(260.0, 390.0]","(10.0, 11.0]","(13.0, 14.0]","(660, 662]",4.0,"(3.0, 6.0]","(45.0, 60.0]",0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,13.0,18.0,0.0,0.0
all_other,12.0,199.0,11.0,21.0,722.0,18136.0,44.7,"(10.0, 12.0]","(130.0, 260.0]","(10.0, 11.0]","(20.0, 21.0]","(720, 722]",4.0,"(3.0, 6.0]","(30.0, 45.0]",0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,2.0,21.0,9.0,1.0,5.0
debt_consolidation,16.0,404.0,10.0,21.0,662.0,22416.0,67.0,"(14.0, 16.0]","(390.0, 520.0]","(9.0, 10.0]","(20.0, 21.0]","(660, 662]",4.0,"(3.0, 6.0]","(60.0, 75.0]",0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,19.0,0.0,0.0,0.0
debt_consolidation,13.0,538.0,11.0,10.0,717.0,16016.0,84.7,"(12.0, 14.0]","(520.0, 650.0]","(10.0, 11.0]","(9.0, 10.0]","(716, 718]",4.0,"(3.0, 6.0]","(75.0, 90.0]",0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,19.0,3.0,1.0,6.0
debt_consolidation,13.0,237.0,11.0,15.0,707.0,3915.0,93.2,"(12.0, 14.0]","(130.0, 260.0]","(10.0, 11.0]","(14.0, 15.0]","(706, 708]",4.0,"(3.0, 6.0]","(90.0, 105.0]",0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,8.0,7.0,1.0,5.0
credit_card,12.0,258.0,11.0,18.0,717.0,14610.0,76.9,"(10.0, 12.0]","(130.0, 260.0]","(10.0, 11.0]","(17.0, 18.0]","(716, 718]",4.0,"(3.0, 6.0]","(75.0, 90.0]",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,1.0,6.0,9.0,1.0,6.0
all_other,8.0,263.0,11.0,3.0,772.0,1506.0,6.6,"(6.0, 8.0]","(260.0, 390.0]","(10.0, 11.0]","(2.0, 3.0]","(770, 772]",3.0,"(0.0, 3.0]","(0.0, 15.0]",0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,5.0,11.0,1.0,1.0
all_other,8.0,172.0,11.0,10.0,772.0,4590.0,14.7,"(6.0, 8.0]","(130.0, 260.0]","(10.0, 11.0]","(9.0, 10.0]","(770, 772]",4.0,"(3.0, 6.0]","(0.0, 15.0]",0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,5.0,13.0,1.0,3.0
all_other,13.0,168.0,10.0,3.0,757.0,724.0,2.8,"(12.0, 14.0]","(130.0, 260.0]","(9.0, 10.0]","(2.0, 3.0]","(756, 758]",3.0,"(0.0, 3.0]","(0.0, 15.0]",0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,0.0,11.0,1.0,1.0
all_other,13.0,338.0,11.0,4.0,732.0,2025.0,15.6,"(12.0, 14.0]","(260.0, 390.0]","(10.0, 11.0]","(3.0, 4.0]","(730, 732]",3.0,"(0.0, 3.0]","(15.0, 30.0]",1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,17.0,0.0,0.0
all_other,8.0,374.0,11.0,13.0,722.0,16810.0,32.3,"(6.0, 8.0]","(260.0, 390.0]","(10.0, 11.0]","(12.0, 13.0]","(720, 722]",4.0,"(3.0, 6.0]","(30.0, 45.0]",1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,21.0,2.0,1.0,4.0
major_purchase,10.0,215.0,10.0,6.0,802.0,35.0,1.7,"(8.0, 10.0]","(130.0, 260.0]","(9.0, 10.0]","(5.0, 6.0]","(800, 802]",2.0,"(0.0, 3.0]","(0.0, 15.0]",0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,2.0,10.0,1.0,1.0
home_improvement,8.0,125.0,11.0,9.0,757.0,3008.0,8.7,"(6.0, 8.0]","(0.0, 130.0]","(10.0, 11.0]","(8.0, 9.0]","(756, 758]",3.0,"(0.0, 3.0]","(0.0, 15.0]",0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,4.0,1.0,20.0,11.0,1.0,3.0
debt_consolidation,13.0,407.0,11.0,15.0,697.0,12540.0,54.3,"(12.0, 14.0]","(390.0, 520.0]","(10.0, 11.0]","(14.0, 15.0]","(696, 698]",4.0,"(3.0, 6.0]","(45.0, 60.0]",0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,5.0,8.0,0.0,1.0
credit_card,10.0,385.0,11.0,21.0,757.0,25133.0,38.8,"(8.0, 10.0]","(260.0, 390.0]","(10.0, 11.0]","(20.0, 21.0]","(756, 758]",4.0,"(3.0, 6.0]","(30.0, 45.0]",0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,19.0,2.0,1.0,6.0
all_other,16.0,332.0,11.0,1.0,692.0,4700.0,51.6,"(14.0, 16.0]","(260.0, 390.0]","(10.0, 11.0]","(0.0, 1.0]","(690, 692]",4.0,"(3.0, 6.0]","(45.0, 60.0]",0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,3.0,1.0,2.0,4.0,1.0,2.0
all_other,14.000000000000002,342.0,12.0,9.0,677.0,10843.0,68.6,"(14.0, 16.0]","(260.0, 390.0]","(11.0, 12.0]","(8.0, 9.0]","(676, 678]",4.0,"(3.0, 6.0]","(60.0, 75.0]",1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,7.0,9.0,1.0,3.0
debt_consolidation,13.0,407.0,10.0,9.0,722.0,11377.0,94.8,"(12.0, 14.0]","(390.0, 520.0]","(9.0, 10.0]","(8.0, 9.0]","(720, 722]",4.0,"(3.0, 6.0]","(90.0, 105.0]",1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,3.0,9.0,1.0,4.0
debt_consolidation,10.0,321.0,11.0,14.0,802.0,1251.0,5.5,"(8.0, 10.0]","(260.0, 390.0]","(10.0, 11.0]","(13.0, 14.0]","(800, 802]",3.0,"(0.0, 3.0]","(0.0, 15.0]",0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,1.0,10.0,6.0,1.0,6.0
small_business,15.0,477.0,10.0,18.0,687.0,5269.0,15.1,"(14.0, 16.0]","(390.0, 520.0]","(9.0, 10.0]","(17.0, 18.0]","(686, 688]",4.0,"(3.0, 6.0]","(15.0, 30.0]",1.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,1.0,13.0,7.0,1.0,6.0
small_business,12.0,500.0,12.0,9.0,772.0,11700.0,42.5,"(10.0, 12.0]","(390.0, 520.0]","(11.0, 12.0]","(8.0, 9.0]","(770, 772]",4.0,"(3.0, 6.0]","(30.0, 45.0]",0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,11.0,18.0,1.0,0.0
debt_consolidation,13.0,84.0,11.0,9.0,687.0,1580.0,14.0,"(12.0, 14.0]","(0.0, 130.0]","(10.0, 11.0]","(8.0, 9.0]","(686, 688]",3.0,"(0.0, 3.0]","(0.0, 15.0]",0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,21.0,7.0,1.0,6.0
debt_consolidation,13.0,339.0,11.0,15.0,732.0,26694.0,98.9,"(12.0, 14.0]","(260.0, 390.0]","(10.0, 11.0]","(14.0, 15.0]","(730, 732]",4.0,"(3.0, 6.0]","(90.0, 105.0]",0.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,13.0,20.0,1.0,2.0
credit_card,13.0,504.0,11.0,7.0,717.0,27201.0,57.4,"(12.0, 14.0]","(390.0, 520.0]","(10.0, 11.0]","(6.0, 7.0]","(716, 718]",4.0,"(3.0, 6.0]","(45.0, 60.0]",0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,21.0,3.0,1.0,5.0
debt_consolidation,10.0,321.0,11.0,13.0,742.0,7108.0,18.3,"(8.0, 10.0]","(260.0, 390.0]","(10.0, 11.0]","(12.0, 13.0]","(740, 742]",4.0,"(3.0, 6.0]","(15.0, 30.0]",0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,4.0,2.0,21.0,5.0,1.0,4.0
major_purchase,14.000000000000002,688.0,12.0,17.0,697.0,58981.0,84.9,"(14.0, 16.0]","(650.0, 780.0]","(11.0, 12.0]","(16.0, 17.0]","(696, 698]",5.0,"(3.0, 6.0]","(75.0, 90.0]",0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,5.0,1.0,17.0,19.0,1.0,1.0
all_other,8.0,157.0,11.0,9.0,757.0,1012.0,10.1,"(6.0, 8.0]","(130.0, 260.0]","(10.0, 11.0]","(8.0, 9.0]","(756, 758]",3.0,"(0.0, 3.0]","(0.0, 15.0]",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,2.0,1.0,13.0,1.0,1.0,3.0
all_other,12.0,666.0,11.0,3.0,772.0,99.0,0.4,"(10.0, 12.0]","(650.0, 780.0]","(10.0, 11.0]","(2.0, 3.0]","(770, 772]",2.0,"(0.0, 3.0]","(0.0, 15.0]",0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,5.0,2.0,19.0,4.0,1.0,3.0
all_other,15.0,105.0,11.0,1.0,672.0,1048.0,31.8,"(14.0, 16.0]","(0.0, 130.0]","(10.0, 11.0]","(0.0, 1.0]","(670, 672]",3.0,"(0.0, 3.0]","(30.0, 45.0]",1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
debt_consolidation,15.0,276.0,10.0,15.0,677.0,21202.0,88.0,"(14.0, 16.0]","(260.0, 390.0]","(9.0, 10.0]","(14.0, 15.0]","(676, 678]",4.0,"(3.0, 6.0]","(75.0, 90.0]",0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,2.0,10.0,1.0,0.0
debt_consolidation,9.0,313.0,10.0,23.0,752.0,16248.0,23.9,"(8.0, 10.0]","(260.0, 390.0]","(9.0, 10.0]","(22.0, 23.0]","(750, 752]",4.0,"(3.0, 6.0]","(15.0, 30.0]",0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,5.0,1.0,14.0,6.0,1.0,3.0
home_improvement,9.0,160.0,10.0,4.0,772.0,3901.0,10.6,"(8.0, 10.0]","(130.0, 260.0]","(9.0, 10.0]","(3.0, 4.0]","(770, 772]",4.0,"(3.0, 6.0]","(0.0, 15.0]",0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,21.0,11.0,1.0,2.0
all_other,13.0,672.0,11.0,1.0,647.0,45210.0,3.8,"(12.0, 14.0]","(650.0, 780.0]","(10.0, 11.0]","(0.0, 1.0]","(646, 648]",5.0,"(3.0, 6.0]","(0.0, 15.0]",0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,16.0,18.0,1.0,2.0
debt_consolidation,18.0,895.0,12.0,13.0,692.0,35172.0,95.3,"(16.0, 18.0]","(780.0, 910.0]","(11.0, 12.0]","(12.0, 13.0]","(690, 692]",5.0,"(3.0, 6.0]","(90.0, 105.0]",1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,20.0,0.0,0.0
debt_consolidation,14.000000000000002,688.0,11.0,23.0,697.0,18789.0,52.0,"(14.0, 16.0]","(650.0, 780.0]","(10.0, 11.0]","(22.0, 23.0]","(696, 698]",4.0,"(3.0, 6.0]","(45.0, 60.0]",0.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,8.0,5.0,1.0,4.0
credit_card,12.0,400.0,11.0,16.0,742.0,24904.0,66.4,"(10.0, 12.0]","(390.0, 520.0]","(10.0, 11.0]","(15.0, 16.0]","(740, 742]",4.0,"(3.0, 6.0]","(60.0, 75.0]",0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,4.0,3.0,1.0,3.0
debt_consolidation,14.000000000000002,411.0,11.0,22.0,682.0,4532.0,32.4,"(14.0, 16.0]","(390.0, 520.0]","(10.0, 11.0]","(21.0, 22.0]","(680, 682]",4.0,"(3.0, 6.0]","(30.0, 45.0]",0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,9.0,11.0,1.0,5.0
